# test_id(0) nb_it(1) time(2) mean_time(3) std_time(4) min_time(5) max_time(6) nb_diffusion_it(7) diffusion_time(8) mean_diffusion_time(9) std_diffusion_time(10) min_diffusion_time(11) max_diffusion_time(12) nb_extension_it(13) extension_time(14) mean_extension_time(15) std_extension_time(16) min_extension_time(17) max_extension_time(18) nb_nodes(19) path_lenth(20) nb_path_config(21) optim_time(22) optim_path_length(23) nb_optim_path_config(24)
354 12 1.32509 0.110424 0.0797025 0.012426 0.319007 12 0.69616 0.0580133 0.0313242 0.008281 0.101838 12 0.348042 0.0290035 0.0156619 0.004138 0.050916 11 3.16903 4 1.40043 2.98228 4
355 2 0.580552 0.290276 0.172315 0.117961 0.462591 2 0.247597 0.123798 0.0486345 0.075164 0.172433 2 0.123791 0.0618955 0.0243175 0.037578 0.086213 4 3.16742 3 0.724533 3.01376 3
356 3 0.679871 0.226624 0.105631 0.077446 0.308034 3 0.308138 0.102713 0.0703336 0.044455 0.201661 3 0.154058 0.0513527 0.0351662 0.022224 0.100826 5 3.1036 3 0.87607 3.01105 3
357 7 0.942728 0.134675 0.11828 0.012053 0.407143 7 0.453843 0.0648347 0.0357469 0.008032 0.125791 7 0.226896 0.0324137 0.0178735 0.004012 0.062892 8 3.34003 5 1.0725 2.98826 3
358 17 1.96729 0.115723 0.130503 0.00512 0.573401 17 1.09059 0.0641526 0.0579128 0.00341 0.234625 17 0.545243 0.0320731 0.028956 0.001702 0.117308 13 3.16965 3 0.881884 3.01715 3
359 2 0.685074 0.342537 0.210895 0.131642 0.553432 2 0.26351 0.131755 0.048345 0.08341 0.1801 2 0.131747 0.0658735 0.0241725 0.041701 0.090046 4 3.11783 3 0.834083 3.00973 3
360 13 1.6136 0.124123 0.110236 0.011667 0.395347 13 0.700665 0.0538973 0.0338069 0.007775 0.147925 13 0.350291 0.0269455 0.0169034 0.003885 0.073959 14 3.17393 5 1.01429 3.01832 3
361 2 0.603879 0.30194 0.0495435 0.252396 0.351483 2 0.258229 0.129114 0.0355615 0.093553 0.164676 2 0.129107 0.0645535 0.0177805 0.046773 0.082334 4 3.09919 3 0.667794 2.97819 3
362 19 2.40589 0.126626 0.0811151 0.006253 0.356497 19 1.15653 0.0608701 0.0339509 0.004166 0.156605 19 0.578203 0.0304317 0.0169754 0.00208 0.078299 19 3.33866 8 2.27173 3.03756 4
363 13 1.99169 0.153207 0.110227 0.005306 0.382832 13 0.954333 0.0734102 0.0558741 0.003534 0.161359 13 0.477125 0.0367019 0.0279367 0.001764 0.080676 13 3.2257 6 1.46962 2.9777 3
364 8 1.54778 0.193473 0.145241 0.068512 0.479948 8 0.829439 0.10368 0.0652816 0.039649 0.198067 8 0.414693 0.0518366 0.0326406 0.019821 0.09903 10 3.29221 6 1.28124 2.96761 3
365 13 1.68017 0.129244 0.114768 0.007323 0.402318 13 0.749489 0.057653 0.0390168 0.004879 0.165557 13 0.374702 0.0288232 0.0195084 0.002437 0.082775 13 3.10469 5 1.31497 3.0111 3
366 3 0.654423 0.218141 0.142296 0.04281 0.391344 3 0.297124 0.0990413 0.0524014 0.025081 0.140055 3 0.148551 0.049517 0.0262013 0.012536 0.070024 5 3.17138 4 1.0654 2.97604 3
367 2 0.402146 0.201073 0.109365 0.091708 0.310438 2 0.127187 0.0635935 0.0058605 0.057733 0.069454 2 0.063587 0.0317935 0.0029305 0.028863 0.034724 4 3.0931 3 0.66667 3.06034 3
368 4 0.80053 0.200132 0.111171 0.074775 0.37725 4 0.367597 0.0918993 0.0286312 0.046375 0.125222 4 0.183785 0.0459463 0.0143162 0.023183 0.062608 6 3.28405 5 1.92242 3.00849 3
369 6 1.40651 0.234419 0.130178 0.071896 0.425976 6 0.737957 0.122993 0.0663051 0.040081 0.251492 6 0.368956 0.0614927 0.0331524 0.020037 0.125742 8 3.27052 6 1.17764 3.01772 3
370 4 0.76319 0.190798 0.0845519 0.075416 0.272069 4 0.345782 0.0864455 0.0566504 0.035247 0.177909 4 0.172878 0.0432195 0.0283245 0.017621 0.08895 6 3.14741 4 1.21512 3.01653 3
