# test_id(0) nb_it(1) time(2) mean_time(3) std_time(4) min_time(5) max_time(6) nb_diffusion_it(7) diffusion_time(8) mean_diffusion_time(9) std_diffusion_time(10) min_diffusion_time(11) max_diffusion_time(12) nb_extension_it(13) extension_time(14) mean_extension_time(15) std_extension_time(16) min_extension_time(17) max_extension_time(18) nb_nodes(19) path_lenth(20) nb_path_config(21) optim_time(22) optim_path_length(23) nb_optim_path_config(24)
438 16 1.12791 0.0704942 0.0813242 0.007843 0.287117 16 0.53383 0.0333644 0.0306792 0.005225 0.110354 16 0.266802 0.0166751 0.0153346 0.002609 0.055161 6 3.79395 6 1.83992 3.07245 4
439 22 1.5117 0.0687138 0.0749951 0.006485 0.299133 22 0.796791 0.0362178 0.0321245 0.00432 0.092635 22 0.398231 0.0181014 0.0160573 0.002157 0.046305 4 3.48553 4 2.00517 3.06172 4
440 5 0.391891 0.0783782 0.0498666 0.037369 0.154833 5 0.205617 0.0411234 0.0190205 0.024909 0.068069 5 0.102766 0.0205532 0.00950531 0.01245 0.034019 4 3.40881 4 0.982147 2.99284 3
441 7 0.788106 0.112587 0.13102 0.013909 0.414576 7 0.344765 0.0492521 0.0394084 0.00927 0.12501 7 0.172317 0.0246167 0.0197 0.004632 0.062491 3 3.13146 3 1.35178 2.9731 3
442 11 0.850347 0.0773043 0.0998785 0.013126 0.364385 11 0.427452 0.0388593 0.0390961 0.008748 0.135739 11 0.213633 0.0194212 0.0195442 0.004371 0.067855 4 3.06002 4 1.05197 3.08984 3
443 26 1.76763 0.0679857 0.0733347 0.006146 0.294469 26 1.00183 0.0385319 0.0368603 0.004094 0.13527 26 0.500732 0.0192589 0.0184262 0.002044 0.067621 4 3.06135 4 1.13982 3.01422 3
444 33 2.07992 0.0630277 0.12627 0.005724 0.683407 33 1.22154 0.0370163 0.0634614 0.003813 0.31605 33 0.610588 0.0185027 0.0317267 0.001903 0.158007 3 3.22102 3 1.07574 3.00006 3
445 20 0.769248 0.0384624 0.0599934 0.007378 0.277975 20 0.383305 0.0191653 0.0186842 0.004916 0.072605 20 0.191548 0.0095774 0.00933804 0.002455 0.036287 4 3.37407 4 1.08805 3.05746 3
446 41 1.30165 0.0317477 0.0349749 0.005689 0.148737 41 0.804691 0.0196266 0.0194061 0.00379 0.078284 41 0.402155 0.00980866 0.0096995 0.001892 0.039127 4 3.41507 4 1.02949 2.9679 3
447 9 0.706162 0.0784624 0.134881 0.005613 0.44739 9 0.31933 0.0354811 0.0483654 0.003739 0.161796 9 0.159608 0.0177342 0.0241782 0.001866 0.080882 3 3.23261 3 0.765838 2.98495 3
