# test_id(0) nb_it(1) time(2) mean_time(3) std_time(4) min_time(5) max_time(6) nb_diffusion_it(7) diffusion_time(8) mean_diffusion_time(9) std_diffusion_time(10) min_diffusion_time(11) max_diffusion_time(12) nb_extension_it(13) extension_time(14) mean_extension_time(15) std_extension_time(16) min_extension_time(17) max_extension_time(18) nb_nodes(19) path_lenth(20) nb_path_config(21) optim_time(22) optim_path_length(23) nb_optim_path_config(24)
43 4839 251.249 0.0519217 0.0656337 0.004496 0.622677 4839 142.797 0.0295096 0.0341394 0.002995 0.376966 4839 71.3832 0.0147516 0.0170695 0.001495 0.188479 1117 7.47425 89 4.87898 5.99694 4
44 13 2.98357 0.229506 0.134856 0.006864 0.515558 13 1.31642 0.101263 0.0582005 0.004573 0.198552 13 0.658159 0.0506276 0.0290999 0.002283 0.099272 13 4.25582 5 2.51598 4.04164 4
45 980 66.2448 0.0675967 0.0806834 0.005313 0.639691 980 35.4489 0.0361723 0.0417718 0.003539 0.33087 980 17.7214 0.018083 0.0208856 0.001767 0.16543 341 4.05696 22 2.64714 4.10267 4
46 943 67.52 0.0716013 0.0828688 0.00455 0.633347 943 36.6443 0.0388593 0.0443629 0.003031 0.38175 943 18.3192 0.0194265 0.0221811 0.001513 0.190871 362 4.38451 25 3.0788 4.0739 4
47 573 43.0038 0.0750503 0.0974138 0.004746 0.891125 573 22.054 0.0384887 0.0500818 0.00316 0.508988 573 11.0252 0.0192412 0.0250406 0.001576 0.25449 188 3.96961 26 2.6622 4.23993 5
48 97 11.7421 0.121053 0.119296 0.005347 0.606855 97 5.74386 0.059215 0.0665047 0.003562 0.383476 97 2.87161 0.0296042 0.0332521 0.001778 0.191734 58 4.77061 12 2.56283 4.31939 4
49 578 45.7538 0.0791588 0.0910446 0.00532 0.59236 578 23.068 0.0399101 0.0435299 0.003544 0.271725 578 11.5322 0.0199519 0.0217647 0.001769 0.135859 201 4.45541 15 2.88666 4.10289 4
50 5 0.962747 0.192549 0.16834 0.008048 0.425767 5 0.365355 0.073071 0.0613462 0.005362 0.169936 5 0.18266 0.036532 0.0306727 0.002678 0.084964 5 4.10754 3 1.0341 4.03656 3
51 2995 170.57 0.0569517 0.067581 0.004487 0.583462 2995 94.0096 0.0313889 0.0344799 0.002989 0.301833 2995 46.9955 0.0156913 0.0172397 0.001492 0.150912 796 8.00544 69 3.32308 6.36076 20
52 102 10.2842 0.100826 0.0974012 0.006601 0.479198 102 5.14169 0.0504087 0.0499381 0.004398 0.264648 102 2.5705 0.025201 0.0249688 0.002196 0.13232 57 4.71947 11 2.28406 4.09967 4
53 1031 65.9627 0.0639793 0.0747689 0.005342 0.602891 1031 35.7432 0.0346685 0.0388437 0.003559 0.296325 1031 17.8684 0.0173311 0.0194215 0.001777 0.148158 326 4.64513 23 2.98784 4.12695 4
